A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,AB,AC,AD,AE,AF
-0.00084943,-0.00024183,0.00012452,-7.71E-05,-5.43E-05,2.61E-05,0.0002451,-0.0003985,0.0004198,-0.00094459,-0.00015604,0.0012151,-0.00099562,-8.69E-05,8.86E-05,2.66E-09,6.18E-09,7.86E-09,3.94E-09,2.52E-09,1.64E-09,1.00E-08,1.10E-09,8.52E-09,9.22E-09,7.25E-09,6.61E-09,4.31E-09,3.46E-10,4.65E-09,-0.0010223,1
0.0012049,-0.0010105,0.00018242,0.00020049,-0.00017908,-0.0006039,-0.00012431,-8.34E-05,-1.98E-05,-0.0004806,5.38E-05,0.0011457,-0.0011081,-5.50E-06,0.00054085,5.97E-09,6.03E-09,4.92E-09,1.59E-09,6.74E-10,8.66E-10,4.52E-09,8.46E-09,6.17E-09,9.96E-10,7.46E-09,9.16E-09,3.11E-09,6.21E-09,8.51E-09,-0.0010789,0
0.0001951,0.00010566,0.0013751,-0.00050717,-0.0014265,0.000857,7.18E-05,-0.00078718,0.00098411,-0.00018192,0.00013621,0.00051755,-0.00043594,0.00056039,0.00022609,5.23E-09,5.21E-09,4.06E-09,8.89E-09,2.57E-09,5.54E-09,3.59E-09,3.35E-09,8.55E-09,9.16E-09,4.20E-09,8.11E-09,4.65E-09,5.16E-09,2.52E-09,-0.00041625,1
0.00032112,-9.30E-05,0.00034532,-0.00053676,-0.00037527,6.52E-05,-0.00099137,-0.000137,0.00040016,-5.19E-05,-0.0008739,0.00062023,-0.0010928,-0.0011274,0.0003,3.23E-09,8.70E-09,1.90E-10,6.48E-09,4.54E-09,1.65E-09,2.36E-09,5.28E-09,6.81E-09,9.77E-09,5.31E-09,7.39E-09,4.11E-09,4.88E-09,7.88E-09,-0.0017631,1
-0.0018789,-0.00032916,0.00016885,-0.00050429,0.00030941,0.0012906,-0.00022721,0.0002012,-0.0010174,0.0003942,0.0011414,-0.00062032,-0.00063128,-0.00032211,0.00082462,3.09E-09,2.76E-09,9.50E-09,4.37E-09,4.48E-09,3.25E-09,5.25E-09,8.36E-09,8.52E-09,3.03E-09,8.59E-09,4.38E-09,3.75E-09,4.04E-10,6.31E-09,0.00047712,1
0.00010958,0.0008146,-0.00040864,-0.00052864,-0.00025918,-0.00084827,0.0010029,3.52E-05,0.00027695,0.00070609,-0.00095351,0.00028633,1.33E-05,-8.79E-05,0.0011873,1.19E-09,5.99E-09,7.42E-09,4.21E-09,8.87E-09,8.25E-09,2.22E-09,5.09E-09,3.60E-09,3.33E-09,9.25E-09,6.36E-09,5.21E-09,2.79E-09,8.38E-09,-0.00073533,1
0.00057133,-0.00027531,0.00040968,-0.00084858,-0.001435,-0.00027529,0.0011416,0.00023816,0.001601,-0.00024823,-0.0011057,0.00039487,0.00024392,-0.00033722,-0.00060813,4.55E-09,7.86E-09,7.77E-09,7.55E-09,2.45E-09,9.62E-09,3.28E-09,5.99E-09,6.44E-09,2.20E-09,6.41E-09,9.60E-09,2.10E-09,4.97E-09,4.64E-09,-0.0010259,1
-0.0010634,0.00020705,0.00047163,0.00086243,-0.00030738,-0.00059807,-0.00061321,-0.00025858,-0.00033427,-0.00067388,-0.0010903,-0.0012858,9.58E-05,-0.0012031,0.0007282,8.74E-09,4.93E-09,2.77E-09,9.92E-09,9.11E-09,7.22E-09,9.11E-09,9.15E-09,1.42E-09,8.24E-09,4.17E-09,9.11E-09,4.00E-09,6.84E-09,7.08E-09,-0.00090071,0
-0.00013057,-0.00034105,-0.00098591,0.00022231,0.00011193,0.00042271,0.00032267,8.43E-05,-1.87E-05,-0.00049311,0.0018806,-0.00073757,0.00096421,-0.00061807,4.89E-05,3.51E-09,3.25E-09,6.70E-09,9.58E-09,1.85E-09,1.06E-09,8.83E-09,9.41E-10,5.96E-09,8.76E-09,6.65E-09,5.07E-09,9.51E-09,7.61E-09,8.77E-09,0.0024454,1
-0.00097042,-0.00042014,-0.00018316,-0.00050696,-0.00050456,1.52E-05,0.000944,-0.00060866,0.00049352,-0.00012346,0.00013647,0.00075776,-0.00052134,-0.00014448,0.00049256,3.46E-11,6.73E-09,3.67E-09,3.94E-09,2.40E-09,3.24E-09,8.59E-09,2.00E-09,8.40E-09,2.23E-09,1.44E-09,9.21E-09,7.79E-09,6.97E-09,7.58E-09,-0.00045498,0
-0.00043004,-0.00042291,0.00069133,-0.00019952,0.00010036,-0.00075139,-0.0007464,-0.00040578,0.00017247,0.0001189,-0.00078119,0.0003984,-0.00088061,-0.00081097,0.00040175,3.80E-09,2.67E-09,9.50E-09,8.32E-09,1.51E-10,8.06E-09,5.97E-09,9.21E-09,8.78E-09,9.90E-09,1.31E-09,4.97E-09,9.74E-09,4.33E-09,6.13E-09,-0.001496,0
0.00044653,0.00065865,6.10E-05,0.00078086,-0.00028168,0.00055497,-0.00027311,0.00028342,0.00028814,0.00082955,-0.00041093,0.00018288,-0.00021598,0.00053855,0.00013735,5.45E-09,9.41E-09,1.38E-09,8.93E-09,8.28E-09,9.77E-09,5.25E-09,3.73E-09,9.56E-09,2.75E-09,4.73E-09,6.00E-09,5.70E-09,4.44E-09,4.58E-09,-0.00047188,0
-0.00046095,0.00015427,0.00063742,0.00037108,-0.00037346,-9.97E-05,-0.0002962,0.00043082,6.78E-05,0.00025601,-0.00091018,0.00016986,0.00038409,0.00074059,-0.00044843,1.38E-09,5.00E-09,6.19E-09,8.67E-09,9.74E-09,1.38E-09,4.32E-09,2.32E-09,7.72E-09,7.66E-09,8.64E-10,7.90E-09,4.50E-10,5.75E-09,1.31E-09,-0.00051646,1
-0.00014966,-0.00022587,5.72E-05,0.0002699,-0.00044464,-0.0012157,0.00044059,-0.00047332,0.00049482,0.001354,0.00069985,7.16E-05,0.00075596,-0.0001055,-0.00027463,6.65E-09,8.04E-09,5.54E-10,1.36E-09,7.96E-09,1.16E-09,9.61E-09,7.96E-09,3.53E-09,7.75E-09,6.29E-09,9.16E-09,2.65E-09,2.86E-09,4.15E-09,0.0011598,1
-0.00056827,-0.00039019,0.00050493,-0.00014867,0.00024873,-9.24E-05,0.00044473,0.00091436,0.0013769,-0.0011516,-0.00047134,-1.77E-05,0.0012233,-0.00074864,-0.0017375,6.05E-09,3.25E-09,9.28E-09,4.69E-11,4.27E-09,6.99E-09,2.00E-09,2.62E-09,3.21E-09,2.64E-09,1.16E-09,8.28E-09,9.97E-09,1.56E-09,2.48E-09,0.00056767,1
-0.00068386,0.00034105,-0.00057166,-0.00030605,0.00033953,0.00018255,-0.00084204,-0.00061749,-0.00021455,-0.0001808,0.00032688,0.00018814,0.00037354,0.00065912,0.00027197,2.52E-09,8.91E-09,6.98E-09,8.42E-09,7.57E-09,3.81E-09,6.17E-09,6.49E-09,5.97E-09,2.86E-09,7.57E-09,2.71E-09,2.99E-09,6.05E-09,3.02E-09,0.00070993,1
-0.00024185,-0.00025688,0.00041261,-0.00073117,0.00038962,0.00050028,-0.00069862,-0.00052961,-9.47E-05,-0.00013729,0.00010778,7.86E-05,-0.00030461,0.00043305,0.0010048,7.91E-10,4.37E-09,6.51E-09,4.72E-09,1.47E-09,1.88E-09,9.99E-09,2.67E-09,1.29E-09,4.65E-09,9.11E-09,8.00E-09,7.50E-09,7.44E-09,2.79E-09,-0.0001509,1
3.23E-05,5.44E-05,0.0012447,0.00038294,0.00016888,0.0018856,0.0002177,0.00012194,-4.87E-05,-2.19E-05,-0.00062544,0.0010053,4.25E-05,-0.0011139,0.0002173,7.90E-09,5.89E-09,9.50E-09,1.84E-09,9.49E-09,5.41E-09,3.25E-09,9.60E-09,4.29E-09,2.29E-09,1.02E-09,4.39E-09,9.11E-09,9.96E-09,9.02E-09,-0.00049202,0
0.00071994,0.00025383,0.00068745,-0.00082872,-0.00084212,-0.00033676,0.00041013,0.00062785,-0.0010699,0.001524,0.00079631,0.00055264,-2.23E-05,-4.99E-05,0.00039678,6.84E-09,6.05E-09,2.92E-09,4.06E-10,8.81E-09,7.15E-09,5.19E-09,7.14E-10,8.65E-09,3.18E-09,5.56E-09,6.12E-09,7.17E-09,7.12E-09,6.45E-09,0.00062485,0
-0.00014332,0.00053177,-0.00042626,0.0010375,0.00078346,0.00037403,-0.00043124,0.00056221,-0.00015149,0.00056184,0.00066241,-0.00064969,-0.00014309,0.00018613,0.00083484,5.63E-09,7.94E-09,4.91E-09,7.01E-09,3.40E-09,4.95E-09,4.51E-09,8.11E-09,5.01E-09,2.48E-10,8.87E-10,2.99E-09,4.91E-09,5.03E-09,2.40E-09,0.00067033,0
-0.00036864,-0.0010687,0.00090439,-4.48E-05,0.00055554,-0.00023303,0.00029418,-0.0004626,-0.0003162,-0.00028053,-0.00055403,0.00064321,-0.00036594,-0.00097021,5.00E-05,8.55E-09,4.04E-10,6.38E-09,3.08E-09,9.61E-09,4.99E-09,9.94E-09,6.03E-09,2.10E-09,5.24E-09,9.94E-09,9.61E-09,3.08E-09,1.86E-09,5.39E-09,-0.0009133,1
7.20E-05,-0.00028497,-6.49E-05,-0.00062658,-0.00058488,9.78E-06,-0.00061773,-0.00013496,0.00040483,0.00010045,-0.00010532,-0.0004227,0.00028719,-0.00057223,1.46E-05,8.28E-10,5.98E-09,2.84E-09,3.60E-09,6.26E-09,4.77E-09,5.25E-09,9.81E-09,9.90E-09,2.10E-09,9.76E-09,9.22E-10,7.67E-09,7.85E-09,4.07E-09,1.79E-05,0
8.55E-06,-0.00073368,0.0013291,-0.00029343,-6.55E-05,0.0003363,-1.57E-05,0.00069914,-0.00027679,8.40E-05,-0.0011007,0.00069291,-0.00017491,-0.00067991,0.00034561,8.12E-09,1.76E-09,9.49E-09,7.33E-09,6.80E-09,2.95E-09,1.73E-10,2.34E-09,7.20E-09,9.57E-09,1.39E-09,3.86E-09,2.73E-09,7.64E-09,1.14E-09,-0.0012675,1
-0.00043018,-0.00058761,0.00054053,-0.00063819,-0.00065878,0.00056385,-0.00035499,0.0010457,-0.0005192,0.00099124,0.00026926,-2.50E-05,-0.00017908,0.00029458,0.00074614,8.47E-10,6.48E-09,3.28E-09,9.44E-09,8.83E-09,1.13E-09,3.85E-10,4.13E-09,6.97E-09,2.65E-09,6.69E-09,7.87E-10,9.48E-09,7.20E-09,3.44E-09,-9.97E-05,0
0.00094923,0.0006707,-0.0001682,0.0015953,-0.00027113,-0.00051725,0.00059575,-0.0011636,-0.00042256,0.00080141,-0.0001961,0.00015748,0.00085765,-0.00017916,-0.00028466,3.94E-09,1.45E-09,3.21E-09,4.33E-09,4.61E-09,5.33E-10,6.51E-09,9.89E-09,9.14E-09,6.17E-09,4.33E-09,3.78E-09,7.98E-09,4.55E-09,1.46E-09,0.00062264,0
0.00037917,-0.00039511,0.00066722,-0.0017388,0.0007946,-0.00036262,0.00099361,9.24E-07,0.00055468,-0.00088984,-0.00061957,0.00045269,0.00070605,-0.00010159,-1.77E-05,4.13E-09,4.59E-09,4.16E-10,9.42E-09,7.65E-09,5.82E-09,2.15E-09,4.16E-09,9.43E-09,1.16E-09,2.79E-09,7.96E-09,6.86E-09,8.76E-09,5.68E-10,7.47E-05,0
0.00051334,0.00036096,0.0011089,0.00071196,-0.0006329,-0.00065614,0.00043042,-0.00024963,0.00013016,-0.00077189,0.00095497,-0.00075417,0.00028484,0.00074317,-0.00097756,8.50E-09,9.05E-10,5.23E-10,1.81E-10,9.45E-09,9.57E-09,6.07E-10,9.48E-09,4.57E-10,7.38E-09,6.20E-09,7.79E-09,1.12E-10,5.11E-09,5.67E-09,0.0010707,0
0.00098807,-0.0011386,0.00028887,-0.0010149,0.00074982,0.0010326,0.0010965,0.00034924,8.83E-05,0.00031295,0.00061084,0.00092624,8.06E-05,-0.00099699,-0.00013068,4.61E-09,9.50E-10,7.42E-09,8.84E-09,8.39E-09,8.63E-09,1.24E-09,7.43E-09,7.57E-09,7.10E-09,5.28E-09,9.18E-09,9.75E-09,6.31E-09,1.39E-09,0.00051702,1
-0.00022365,-0.00010197,-0.00059427,-0.0007351,8.75E-05,-0.00030132,-0.00093921,-0.00029069,-7.89E-05,0.00043407,0.00012866,-0.00072307,0.0005195,0.0013547,0.00059394,9.10E-09,5.28E-09,7.82E-09,8.35E-09,7.52E-09,1.62E-09,7.53E-09,3.03E-09,1.38E-09,3.35E-09,9.07E-09,4.33E-10,5.40E-09,1.85E-09,3.29E-10,0.00054395,1
9.35E-05,-4.07E-05,0.00044422,-0.00016672,0.00085824,-0.00063739,0.00072809,-0.00050928,0.0013042,-0.00046949,0.00021402,0.0012153,-0.0011884,0.00061157,-0.0010156,3.94E-09,5.23E-10,7.91E-09,1.06E-09,6.83E-09,3.26E-09,7.40E-09,3.01E-09,5.08E-09,8.90E-09,5.37E-09,3.89E-10,4.01E-09,4.36E-09,5.91E-09,-0.00069505,1
0.00027017,0.0014996,0.0007388,-8.60E-05,-0.00023879,-0.00021682,-0.00071717,-0.00042868,0.0011588,-0.0013593,0.00049106,-0.0014759,-0.00020206,-0.00041452,0.00033924,8.21E-09,6.94E-09,8.49E-10,1.48E-09,5.39E-09,7.96E-09,6.97E-09,8.62E-09,6.27E-09,5.45E-09,6.60E-09,1.16E-09,7.52E-09,9.12E-09,5.55E-09,0.00049883,0
0.00078604,-0.00070471,-0.0010952,-0.00035346,0.00017801,0.0011071,-0.00055268,0.00074436,0.00037445,-6.80E-05,-0.00018168,0.00015165,-0.00030133,1.36E-05,-0.001796,2.81E-09,7.06E-10,8.47E-09,4.39E-09,7.58E-09,9.86E-09,8.93E-09,6.23E-09,2.58E-09,6.72E-09,2.25E-09,3.44E-09,6.35E-09,2.15E-09,5.77E-09,-0.00051339,1
0.00050021,0.0015524,-0.00023443,-0.00019544,-0.00035515,5.39E-05,0.00037025,0.00056532,0.00057394,-0.0001805,0.00058822,-0.00128,0.00088684,0.00064742,0.00020301,9.96E-09,9.70E-09,7.14E-09,5.56E-10,5.63E-09,9.24E-09,3.18E-09,4.23E-09,3.83E-09,1.10E-10,1.85E-09,9.18E-09,4.76E-09,5.04E-09,4.34E-09,0.0014907,0
0.00050565,0.00056738,0.00046369,-8.02E-05,-0.00034496,2.63E-05,5.18E-05,-0.00058986,0.00031756,-0.00092864,-0.00073994,0.00023481,-0.00078302,-0.00071755,-0.0003991,6.60E-09,3.25E-09,5.62E-09,3.41E-09,8.88E-09,1.40E-09,3.75E-09,1.02E-09,4.01E-09,7.36E-09,6.34E-09,6.27E-09,4.09E-09,2.26E-09,8.71E-10,-0.0012651,0
-0.001371,0.00055951,0.0002522,0.00037785,0.00032359,-0.00092433,-0.00034962,0.00041576,0.00013219,0.00045919,0.00067887,-0.0001556,0.00024681,-0.00047425,-0.00083124,2.27E-09,7.94E-09,9.93E-09,3.01E-10,7.28E-09,1.96E-09,2.02E-09,8.91E-09,6.81E-09,3.76E-09,5.27E-09,9.62E-09,4.88E-09,9.28E-09,3.17E-09,0.00095453,1
-7.04E-06,0.0014078,-0.00012155,0.00081129,7.17E-05,-0.0003684,-0.00023363,-0.0014812,0.00068706,-0.00053484,0.00067291,0.00090276,0.00034237,0.00069832,-0.00048162,9.15E-09,5.28E-09,1.61E-09,5.46E-09,8.93E-09,9.00E-09,5.85E-09,6.71E-09,6.34E-09,6.98E-09,8.97E-10,8.00E-09,5.36E-09,5.86E-10,3.07E-09,0.0011429,0
-0.00062391,-0.00017735,-0.00016461,-0.00096434,-0.00044385,-0.0010158,-0.00094121,0.00022596,-0.00038286,-0.00076365,0.00071013,-0.00062361,-0.00057055,0.0010309,0.00014481,8.89E-09,3.77E-09,1.93E-09,5.34E-09,4.23E-09,2.60E-09,6.25E-09,4.18E-09,2.48E-09,7.16E-09,8.67E-09,4.79E-09,7.24E-10,5.55E-09,8.32E-09,6.74E-05,0
6.45E-05,0.00027655,0.00091854,-0.00030078,-0.0022998,-0.00021559,8.37E-06,-0.00023474,-0.0012583,-9.40E-05,0.00042762,0.00031026,-0.00087511,0.00025098,-0.0013695,1.52E-09,6.55E-09,2.81E-09,8.84E-09,8.43E-09,8.51E-09,8.52E-09,9.02E-09,7.02E-09,8.46E-10,7.65E-09,7.91E-09,4.70E-09,6.03E-09,9.83E-09,-0.00061043,0
0.00069162,-0.00021268,-9.49E-05,6.47E-05,0.00096736,-0.0006922,0.00025022,0.00027084,-0.00012717,-0.0001771,-0.00026817,-0.00091627,-0.00089148,-0.00066109,0.00077989,1.74E-09,7.83E-09,2.42E-09,6.38E-09,2.37E-10,3.03E-09,3.06E-09,8.33E-09,4.82E-10,9.29E-10,4.62E-09,5.55E-09,2.87E-09,6.03E-09,1.43E-09,-0.00089313,0
-0.00056128,2.12E-05,0.00068378,-0.0010384,5.65E-06,0.00034709,0.00068133,0.00029842,0.00038257,-0.00075979,-0.00038894,-4.15E-05,-0.0015811,-0.00050395,0.00011905,3.16E-09,5.95E-09,6.50E-10,5.10E-09,7.83E-10,1.30E-10,9.27E-09,1.44E-09,5.93E-09,2.84E-09,3.72E-09,2.27E-09,7.28E-09,1.06E-09,1.51E-09,-0.0016666,0
0.00025876,0.00027131,-0.00032725,0.00026001,0.0013045,0.00010958,-0.00097973,-0.00040186,-0.00089888,0.00034768,-3.32E-05,-0.00052506,0.00027254,0.0019504,-8.55E-05,1.53E-09,9.15E-09,9.39E-09,9.42E-09,8.36E-09,4.86E-09,9.40E-09,2.18E-09,2.46E-09,8.53E-09,4.53E-09,5.36E-09,3.37E-09,8.63E-09,8.56E-09,0.000421,1
-0.00061638,0.00030285,0.00059913,-0.00053743,0.0012855,-0.00049617,0.00011408,8.47E-05,0.00044252,-0.00034922,0.00014297,-0.00045148,-0.00037573,-0.00023456,0.0009724,3.20E-09,6.89E-09,6.68E-09,1.73E-09,8.64E-09,4.12E-09,4.66E-10,6.44E-09,9.47E-09,7.04E-09,6.67E-10,9.89E-09,6.42E-09,8.91E-09,2.04E-09,3.86E-05,1
-0.00034467,-0.00030243,2.03E-05,-0.00022553,0.00059414,-0.0011363,-0.00011719,0.00066125,-0.00070394,-0.0006065,-0.00094048,-0.00040885,-0.0010702,-0.0001359,0.00030328,9.80E-09,5.58E-09,5.62E-09,8.87E-09,2.51E-09,7.21E-09,6.30E-09,7.06E-09,4.57E-09,1.90E-09,1.69E-09,3.11E-09,5.16E-09,5.63E-09,8.33E-09,-0.00171,0
7.77E-05,-0.00046542,0.00044011,-0.00060888,0.00067816,-8.57E-05,0.0011443,-0.00020898,-0.00094247,-1.18E-05,0.00048804,7.80E-06,0.00062361,0.0013943,0.00041664,1.03E-09,2.21E-09,9.24E-09,5.14E-10,8.51E-09,2.25E-09,4.71E-09,7.92E-09,9.58E-09,3.17E-09,4.20E-09,1.25E-09,8.04E-09,7.45E-09,2.16E-09,0.00096883,1
-0.00017704,-2.70E-05,-8.69E-05,0.00016829,0.00044356,5.49E-05,0.00072261,0.0001516,-0.00010875,0.00088655,0.0007624,-0.00029784,1.24E-05,0.00036014,-0.00085419,7.72E-09,6.61E-09,1.25E-09,5.52E-09,7.52E-09,3.13E-09,7.54E-09,8.75E-09,2.56E-09,2.29E-09,4.92E-09,3.52E-09,3.17E-09,2.60E-09,2.42E-09,0.00074732,0
-0.00043334,-0.00054077,0.00066451,0.00051176,-0.00028839,-0.0004566,-0.00062827,-0.00058708,0.0011847,0.00010094,-0.00017233,-0.00089651,0.00016524,-0.00012577,0.00026114,7.76E-09,9.44E-09,6.23E-09,2.34E-09,8.19E-10,7.63E-09,3.10E-09,5.87E-09,8.39E-09,9.26E-09,8.15E-10,1.06E-09,4.02E-09,6.79E-09,3.07E-10,-0.00014847,0
0.00081444,-0.0012759,0.00037723,-0.00047901,0.00023042,-0.00029223,0.00052155,-4.80E-05,0.00047719,-0.00017299,-0.00047244,-0.00082901,0.00049442,0.0003412,-0.0014905,4.16E-09,1.50E-09,3.36E-09,1.16E-11,3.69E-09,1.13E-09,2.22E-09,3.51E-09,4.17E-09,7.09E-09,3.65E-09,8.45E-09,5.87E-09,4.03E-09,2.39E-10,-0.00019984,0
-9.69E-05,0.00018092,-0.00032014,-0.00040023,-0.00067218,-0.00066112,-0.00061774,0.00026274,0.00091967,4.03E-05,4.32E-05,0.00087762,-0.0012065,0.0010239,0.00018369,7.08E-10,3.10E-09,8.09E-09,8.01E-09,7.26E-09,9.76E-09,4.11E-09,7.98E-09,5.97E-09,5.61E-09,4.83E-09,3.03E-09,8.22E-09,4.61E-09,1.89E-09,-0.0010301,0
0.0003048,-0.00076104,-8.07E-05,0.000402,0.00065449,0.00087709,-0.00068185,-0.00020813,0.00097726,0.0006318,0.00058411,-0.00017309,-3.08E-06,0.00048216,9.64E-05,2.73E-10,9.57E-09,9.32E-09,6.23E-09,4.88E-09,4.76E-09,3.01E-09,6.14E-09,2.31E-09,3.65E-09,7.97E-09,6.24E-09,9.07E-09,5.53E-09,4.28E-09,0.00047593,0
0.00099636,-0.00031177,0.0003008,-0.00057646,0.0008669,0.00056975,-0.00012996,-0.00062826,-0.00067153,0.00041777,-0.00052966,-0.00047573,-0.00031776,-0.00021677,-6.74E-05,5.83E-09,6.03E-09,8.76E-09,6.80E-09,2.78E-09,7.91E-09,8.91E-09,3.15E-09,5.32E-09,3.03E-09,8.33E-09,7.24E-09,7.79E-09,9.36E-09,9.13E-09,-0.00067795,0
-0.00022721,-0.00044147,0.00072715,0.00022997,-0.00033867,-0.00084849,7.26E-05,0.00024703,-0.00020511,0.00017974,0.00016311,0.0006793,0.00094036,0.00056862,0.0010737,5.60E-09,5.61E-09,9.80E-09,1.73E-09,4.52E-10,4.52E-09,8.11E-09,5.79E-10,5.86E-10,5.54E-09,4.10E-09,5.99E-09,9.25E-09,5.44E-09,4.93E-09,0.00081089,0
8.01E-05,-0.00069349,-3.70E-05,-0.0011475,-0.00016794,4.14E-05,0.00017852,-8.95E-05,-0.00023329,-0.00030552,0.00026931,-0.00035848,-0.0007998,9.85E-05,-0.00076666,4.77E-09,6.07E-09,6.34E-09,1.45E-09,1.14E-09,9.84E-09,7.56E-09,3.50E-09,8.08E-10,3.82E-09,1.98E-09,8.30E-09,4.08E-09,5.91E-10,2.64E-09,-0.00057138,1
0.000573,-0.00056797,-0.00022626,0.00058181,0.0011466,0.00057832,0.0008188,-0.00094477,-0.00061854,0.00059172,-0.00060356,-0.0010532,0.00080788,-0.00047336,-0.00077716,1.92E-09,5.99E-09,3.14E-09,5.23E-09,7.18E-09,8.59E-10,7.05E-09,6.27E-09,2.46E-09,6.48E-09,2.17E-09,5.18E-09,8.73E-09,5.00E-10,8.53E-09,0.00019136,0
0.00059668,-0.00024446,-0.00045014,0.00065989,0.00044991,-7.45E-05,-0.00022425,0.001054,5.54E-06,0.00075989,-0.00014809,0.00069102,-0.0010107,0.00010838,-0.00059845,2.74E-09,8.94E-09,4.47E-09,2.93E-09,7.15E-09,3.29E-09,6.90E-09,3.15E-09,1.17E-09,9.22E-09,7.52E-09,4.82E-09,2.03E-09,1.18E-09,1.98E-09,-0.00096056,0
0.0005279,0.00031377,0.00023533,0.00020581,0.00027894,-0.00033595,0.00050824,-0.0003985,-0.00064282,0.00085696,-0.00023359,0.00042028,-0.00037734,-8.27E-05,6.42E-05,4.17E-09,4.34E-09,7.91E-10,7.39E-09,9.32E-09,1.37E-10,8.22E-09,7.65E-09,6.56E-09,8.41E-09,1.79E-09,8.92E-09,6.47E-09,9.58E-09,9.88E-09,-0.00043287,1
0.0007654,-0.00034398,-6.77E-07,0.00021485,0.00099664,0.00090401,0.00070666,-0.00012252,-0.00077446,-0.0013443,0.00055101,0.00078625,0.0005529,-2.10E-05,0.00013616,3.06E-09,2.57E-10,9.98E-09,2.52E-09,1.61E-09,1.43E-09,7.17E-09,5.15E-09,9.79E-09,3.06E-09,6.30E-09,7.06E-09,2.86E-09,8.15E-09,7.91E-09,0.0010301,1
-3.61E-05,9.09E-06,0.00076485,0.00022294,-0.0007217,-0.00032524,-0.00049451,-0.00034564,0.0011041,0.0017034,0.00028106,0.0016598,-0.00035159,6.69E-05,-0.0012118,6.65E-09,1.47E-09,8.91E-09,2.71E-09,8.33E-09,3.39E-09,6.76E-09,8.22E-09,4.85E-09,9.51E-09,6.02E-09,8.72E-09,2.33E-10,7.10E-09,5.43E-10,-0.00013804,0
0.00073349,0.0002324,0.0013147,-0.00024426,-0.00034934,0.00091087,0.00090982,0.00027837,0.0006351,0.0017352,-0.00015044,0.00026505,-0.0011076,0.00068171,0.00051325,7.01E-09,5.03E-09,8.99E-09,2.82E-09,3.06E-09,5.66E-09,1.06E-09,7.40E-09,8.44E-09,3.38E-09,4.87E-09,4.03E-09,6.21E-09,7.69E-09,9.94E-09,-0.0010683,0
7.71E-05,-0.00032217,0.00031195,-0.00063944,-0.00037188,-0.00021557,0.00058451,-0.00051261,-0.00054471,0.00033186,-0.0019447,0.00078875,7.91E-05,-6.86E-05,0.00024803,3.52E-09,5.67E-09,8.14E-10,3.52E-09,9.66E-09,8.13E-09,7.85E-09,1.15E-09,9.30E-09,3.35E-09,7.41E-09,5.02E-09,3.35E-09,8.66E-09,8.55E-09,-0.00178,1
-9.48E-05,-0.00053037,3.94E-05,0.00020843,0.00060275,-0.00015352,0.00018827,0.0011285,0.0011601,0.0004719,-0.00056417,0.00035633,-0.00050077,-0.00076731,0.00042925,4.99E-09,6.80E-09,3.55E-10,1.96E-09,4.39E-09,6.44E-09,7.24E-09,4.51E-09,9.16E-09,1.79E-09,2.49E-09,7.16E-09,5.99E-09,1.06E-09,6.36E-11,-0.00093509,1
-0.0011213,0.00045282,-0.0006511,-0.00059678,-0.0013004,-0.00018099,0.00087448,-0.00077477,0.0010251,0.0012609,-0.00030382,0.0008092,0.00091232,-0.0004729,0.00042384,1.89E-09,9.06E-09,3.07E-09,1.85E-09,4.79E-09,7.01E-09,8.20E-09,7.84E-09,4.67E-09,1.44E-09,1.39E-10,3.75E-10,8.09E-09,6.41E-09,9.12E-09,0.00039574,0
0.00026092,0.00067062,0.00013379,0.00089542,-5.69E-05,0.0013415,0.0006938,-0.0014957,-0.0013921,0.00013773,0.00040172,0.0012232,9.53E-05,0.00021077,0.00065448,1.51E-09,2.12E-09,7.31E-09,6.93E-09,4.17E-09,2.31E-09,9.42E-09,2.01E-09,8.77E-09,6.83E-09,9.66E-09,7.66E-09,7.91E-09,4.02E-09,3.51E-09,0.00054816,0
0.00038489,-0.00061818,0.00018169,-0.00069593,-0.00041572,0.00067573,0.00055824,-0.00011767,1.49E-05,0.00012162,-0.00037889,-0.00063315,0.00039802,-0.00027466,-2.35E-05,2.31E-09,9.16E-09,1.47E-09,3.10E-09,9.21E-09,9.78E-09,6.83E-09,3.18E-09,9.72E-09,6.05E-09,1.04E-09,6.53E-09,5.26E-09,8.99E-09,7.87E-09,-0.00016906,1
-0.00022576,0.0010995,-2.19E-05,0.00026786,0.00058701,-8.15E-05,0.00042791,-0.0010899,0.00055452,-0.00027692,0.0003489,0.0020007,-0.00051195,-0.00013829,-0.00079594,4.99E-09,1.93E-09,5.96E-09,8.02E-09,2.38E-09,3.71E-09,4.70E-09,6.20E-10,9.61E-09,3.62E-09,9.45E-09,8.91E-09,2.38E-09,4.60E-09,8.97E-10,0.00015359,0
-5.31E-05,-0.0013964,-0.00013601,0.00037706,0.0002854,-0.0015312,0.00012241,0.0010356,-0.00070113,-0.00038845,0.0002225,-0.00072439,-0.00029267,0.0011738,-0.00061438,4.35E-09,3.62E-09,9.89E-09,2.39E-09,5.58E-10,9.12E-09,6.12E-09,9.78E-09,7.86E-09,3.90E-09,3.71E-09,4.39E-09,6.29E-09,3.45E-09,4.28E-09,-0.00025029,0
